;songs;neologismes;genres;date;noms
Lyrics_all/Lyrics_113.json;{<Song Pas de Paroles en L'air by 113>, <Song On sait l'faire by 113 (Ft. Booba & Le Rat Luciano)>, <Song On Pense A Vous by 113 (Ft. Amel Bent)>, <Song Tapis Rouge by 113>, <Song 37.2° by 113>, <Song C'est qui le Gros ? by 113>, <Song 36 Quai Des Orfèvres by 113>, <Song Le guide du loubard by 113>, <Song On va te douiller by 113 (Ft. AP du 113, RR & Sefyu)>, <Song Célébration by 113 (Ft. Awa Imani & Jamel Debbouze)>, <Song A l'ancienne by 113>, <Song Main dans la main by 113 (Ft. Kery James, Manu Key, OGB & Rohff)>, <Song De l'autre coté de la rue by 113>, <Song Tome III by 113>, <Song Reservoir Drogue by 113>, <Song Truc de fou by 113 (Ft. Doudou Masta)>, <Song Les regrets restent by 113 (Ft. Boss One)>, <Song 113 Fout La Merde by 113 (Ft. Thomas Bangalter)>, <Song L'age du meurtre by 113 (Ft. Karlito)>, <Song Tonton des Îles by 113>, <Song Partir Loin by 113 (Ft. Reda Taliani)>, <Song On roule, on rôde by 113 (Ft. Don Choa & Le Rat Luciano)>, <Song Trop puissant by 113>, <Song Prologue by 113>, <Song 1001 nuits by 113 (Ft. Big Red)>, <Song Assoce de ... by 113 (Ft. Karlito & Rohff)>, <Song Mutinerie by 113>, <Song Le quartier est agité (remix) by 113>, <Song Canicule by 113>, <Song Militant by 113>, <Song Bledi by 113>, <Song Les évadés by 113 (Ft. Mokem, OGB & Rohff)>, <Song Tire-Toi Vite by 113 (Ft. Buju Banton)>, <Song Les évadés (Remix) by 113 (Ft. Mokem, OGB & Rohff)>, <Song Avec le punch by 113>, <Song Troupes d'Elite by 113 (Ft. Faya Dem)>, <Song Radio Taulard by 113>, <Song G.A.V. by 113>, <Song Tonton du bled by 113>, <Song On Est Ensemble by 113 (Ft. Molaré)>, <Song La Grenade (Intro) by 113>, <Song C'est ici que la vie commence by 113 (Ft. Different Teep)>, <Song Aïe Aïe Aïe by 113>, <Song Official by 113 (Ft. Lara & Rohff)>, <Song On Va Décoller by 113 (Ft. Magic System)>, <Song 10 Minutes Chrono by 113>, <Song Intro by 113>, <Song Juste Un Mic by 113>, <Song Jackpotes by 113 (Ft. Jmi Sissoko)>, <Song Dubaï by 113 (Ft. Cheb Bilal الشاب بلال)>, <Song L'école du Crime by 113 (Ft. Mobb Deep)>, <Song Danger Intro by 113>, <Song Remerciements by 113>, <Song Traffic by 113 (Ft. Daddy Mory)>, <Song Jackpotes 2000 by 113 (Ft. Jmi Sissoko)>, <Song La Familia by 113>, <Song Les Bronzés by 113>, <Song J'ai Besoin De Ça by 113>, <Song Au Summum by 113>, <Song Texas Hold'Em by 113 (Ft. Benjamin Biolay)>, <Song Pacino (interlude) by 113>, <Song À L'échelle du Monde by 113>, <Song Un gaou ¿ oran by 113>, <Song Face à la police by 113 (Ft. Faya Dem)>, <Song Un truc en moi by 113>, <Song Demain J'arrête by 113>, <Song Squatt by 113 (Ft. 113, Different Teep, Ideal J, Jesse James (Rapper), Lil jason, Mista Flo, Rohff & Yézi L'Escroc)>, <Song L'apérispliff by 113>, <Song Accélère by 113>, <Song Voix du Mali by 113>, <Song Tome II by 113>, <Song Le Chant du Vice by 113 (Ft. Rohff)>, <Song La piste du diable by 113 (Ft. Jmi Sissoko)>, <Song Désert by 113>, <Song Fout La Merde by 113>, <Song 10ème bougie by 113>, <Song Les Princes de la ville by 113>, <Song We Be Hot by 113 (Ft. Flavor Flav & Wealstarr)>, <Song Hold up by 113 (Ft. Intouchable)>, <Song C'est Même pas la Peine by 113 (Ft. Demon One)>, <Song Sans retour by 113>, <Song Un trou dans le ventre by 113 (Ft. Christophe Rocancourt)>, <Song Grandir avec ça by 113 (Ft. Djam El)>, <Song Un Jour de Paix by 113 (Ft. Blacko (FRA))>, <Song Clando by 113 (Ft. Cheb Mami)>, <Song Ouais Gros by 113>, <Song Une Prise by 113>, <Song Avec Peu de Moyens by 113>, <Song Dinguerie by 113>, <Song Vitry Nocturne by 113 (Ft. Vitry Allstar)>, <Song Cercle Familial by 113>, <Song Association by 113 (Ft. Kery James)>, <Song La vérité blesse by 113 (Ft. Rocé (FRA) & Rodriguez)>, <Song De Niro (Interlude) by 113>, <Song Parti en fumée (l'esprit Ruff) by 113>, <Song Marginal by 113>};{'Hummm', 'kondés', 'arlbi', 'rhmal', 'raptor', 'Handek', 'counard', 'Mokobé', 'seum', 'hlali', 'hight', 'Mabrouk', 'Wahran', 'hebs', 'Cypress', 'crew', 'Mamadou', 'rhamé', 'Weah', 'déguène', 'yencli', 'charb', 'alongside', 'coktails', 'roco', 'acccord', 'spliffs', 'gamoss', 'halila', 'Timal', 'Meda', 'Spliff', 'Mokobama', 'barrios', 'nbri', 'fouleks', 'Foufs', 'hbali', 'Fight', 'Fnacs', 'bess', 'khelani', 'youv', 'spliff', 'Flight', 'galaé', 'Emirates', 'veuchs', 'Bamakossa', 'Betocodie', 'Dogg', 'Deep', 'intèrieur', 'Mokobe', 'Zahouania', 'Tati', 'tiéxon', 'Rizzla', 'rhami', 'youths', 'sêcher', 'racailleux', 'rhinami', 'réformels', 'jbeul', 'déboufonne', 'soce', 'Ketama', 'Spurs', 'tej', 'goulich', 'Raizet', 'Rocé', 'Tijuana', 'Dubai', 'Wesh', 'travs', 'Blacko', 'Warlem', 'Heineken', 'Scarface', 'gazouz', 'Kost', 'Playstation', 'feurtass', 'Barial', 'Woodstock', 'chebba', 'robineterie', 'endir', 'hashich', 'Frénésiques', 'refré', 'ngoul', 'Schumi', 'hellouf', 'badboy', 'Jahson', 'babtous', 'tafini', 'trappu', 'hachem', 'clandos', 'direà', 'Karsher', 'ramsafernick', 'Relou', 'Vito', 'Basten', 'walio', 'yous', 'Larson', 'skonk', 'effémère', 'mhak', 'brinks', 'shtar', 'Didic', 'Jte', 'conseillaire', 'keufs', 'Mobb', 'Abrahamovitch', 'koubayo', 'Bilel', 'Tharfini', 'bledi', 'Azzaro', 'Yadelali', 'Shehal', 'guliers', 'Didics', 'atey', 'Spaggiari', 'Daddy', 'Rohff', 'cainfris', 'tkoni', 'vibe', 'Zidane', 'tomtom', 'Nicky', 'foulecks', 'Bakari', 'Bilal', 'Mory', 'ghett', 'Zitoun', 'Raffarin', 'glawis', 'ressucitent', 'Frénésik', 'Baumet', 'Djam', 'Dhabi', 'gardav', 'didics', 'seubad', 'Abdelreman', 'nchoufek', 'wesh', 'Thuram', 'offishal', 'opés', 'Yémma', 'Feudar', 'bails', 'Youssouf', 'Jumeirah', 'ghzali', 'aieeeeeeeeeee', 'gazs', 'hagra', 'tabère', 'misstmout', 'hachkak', 'tmenit', 'taff', 'mista', 'woï', 'swidad', 'Béjaïa', 'rastaman', 'Karlito', 'rah', 'sexyte', 'Rakim', 'Belek', 'tetkiyef', 'daleh', 'Pattaya', 'sken', 'RimK', 'Cheesy', 'fuck', 'chorba', 'Wled', 'ieup', 'schlasser', 'Messi', 'Gullit', 'wah', 'bsartek', 'Debbouze', 'rali', 'Ramzy', 'Gwada', 'strange', 'Jamel', 'Bergevin', 'Salaam', 'Larry', 'Flynt', 'Aalik', 'Corleone', 'Haze', 'Khouya', 'Moujob', 'Dreamcast', 'cainfri', 'Boissart', 'Madinina', 'Robocop', 'Redskin', 'bouledé', 'lêve', 'Koweït', 'Sega', 'reti', 'fight', 'Cheb', 'Wah', 'Gotcha', 'Bubble', 'tièks', 'Troutman', 'trash', 'Gossip', 'Disneyland', 'Rocheteau', 'poukaves', 'rijali', 'Bsartek', 'Massey', 'Snatch', 'krel', 'botox', 'Goult', 'keuss', 'Selecto', 'biffs', 'Imani', 'Aujourd', 'tchourai', 'Raïbé', 'koualé', 'Sarko', 'roloto', 'Teep', 'Snoop', 'Fuck', 'Atmen', 'Mista', 'Kery', 'préfèrais', 'Schumacher', 'Boulémat', 'Splintcell', 'vélib', 'drah', 'Boney', 'Karim', 'timals', 'tilivision', 'cabure', 'Sheraton', 'licepo', 'gunshot', 'tiek', 'zid', 'kiliani', 'foncedé', 'pétardeuse', 'marocco', 'Serious', 'Booba', 'blackos', 'MCs', 'méssage', 'jperde', 'tah', 'blah', 'Kingston', 'roudmie', 'nehich', 'ahyate', 'Mokem', 'khaaliss', 'habs', 'Groland', 'Wailo', 'Tahar', 'gangsta', 'barrio', 'Armageddon', 'Travolta', 'zmen', 'Musulin', 'Cobain', 'aujourd', 'Mesrines', 'chard', 'omnipesant', 'Rayban', 'llet'};['Hip-hop', 'Hip-hop_français'];2005-02-02 21:28:38.181818;113
Lyrics_all/Lyrics_13Block.json;{<Song Vide by 13 Block>, <Song Mood by 13 Block>, <Song Olaskurt by 13 Block>, <Song Griezmann by 13 Block>, <Song Binks by 13 Block>, <Song Petit cœur by 13 Block>, <Song Kobe by 13 Block (Ft. Zola)>, <Song Métagorique by 13 Block>, <Song J’me rappelle by 13 Block>, <Song Pas de boss by 13 Block>, <Song Oiseaux by 13 Block>, <Song Sacrifices by 13 Block>, <Song Jusqu'à demain by 13 Block>, <Song Freestyle Ville 3 by 13 Block>, <Song 13ème vie by 13 Block>, <Song Ouais by 13 Block>, <Song GTI Freestyle by 13 Block>, <Song Sablier by 13 Block>, <Song Ville by 13 Block>, <Song Implication by 13 Block (Ft. Gino Marley)>, <Song Binks 2.0 by 13 Block>, <Song Massacre by 13 Block>, <Song 93 Gangstérisme by 13 Block>, <Song Ghetto by 13 Block>, <Song Vegeta by 13 Block>, <Song 13 Block Enfoiré (Freestyle) by 13 Block>, <Song L'autre Côté (Freestyle) by 13 Block>, <Song Insomnie by 13 Block>, <Song DRUG'Z by 13 Block>, <Song Des choses à dire by 13 Block>, <Song Slovaquie by 13 Block>, <Song Heps ou Plata by 13 Block>, <Song Esclave by 13 Block>, <Song Je me démerde by 13 Block>, <Song Neuf by 13 Block (Ft. Lyrrix & Pon2mik)>, <Song Don Pablo by 13 Block>, <Song Traîtres by 13 Block>, <Song Vue by 13 Block>, <Song Libérez by 13 Block>, <Song CR by 13 Block>, <Song Bendo by 13 Block>, <Song Mood (Interlude) by 13 Block>, <Song Calibre by 13 Block>, <Song BOÎTE 6 40 KIL by 13 Block>, <Song Les dodanes by 13 Block>, <Song Guerriers by 13 Block>, <Song Dans mon étrangère by 13 Block>, <Song Où je vais by 13 Block>, <Song Kurama by 13 Block>, <Song C'est pas mon cas by 13 Block>, <Song Sale by 13 Block>, <Song Truand by 13 Block>, <Song LVDG (Freestyle) by 13 Block>, <Song Somme by 13 Block>, <Song Essaye by 13 Block>, <Song Babi by 13 Block>, <Song Freestyle OKLM by 13 Block>, <Song Beleck by 13 Block>, <Song Aminata by 13 Block (Ft. PLK)>, <Song F.S.R. by 13 Block>, <Song Streaming by 13 Block>, <Song Choochoo Gang by 13 Block>, <Song 2, 3 Kils by 13 Block>, <Song PDV by 13 Block (Ft. Cheu-B)>, <Song Affaires by 13 Block>, <Song Pas vu pas pris by 13 Block>, <Song Pavel by 13 Block (Ft. SCH)>, <Song Faut que by 13 Block>, <Song Point d’interrogation by 13 Block>, <Song Twerk by 13 Block>, <Song Énervé by 13 Block>, <Song Gobelets by 13 Block>, <Song Hors La Loi by 13 Block>, <Song Vous le savez by 13 Block>, <Song 3h36 by 13 Block>, <Song DIEZ by 13 Block>, <Song Fuck le 17 by 13 Block>, <Song Zéyo by 13 Block (Ft. Dogside Music Group)>, <Song 13 Block by 13 Block>, <Song Vraie vie by 13 Block>, <Song On Smoke by 13 Block>, <Song Amis d'avant by 13 Block>, <Song Crack Spot by 13 Block>, <Song Bulls by 13 Block>, <Song Les Gars D'la Ville by 13 Block>, <Song Ville 2 by 13 Block>, <Song Tieks by 13 Block (Ft. Niska)>, <Song Si j'avais by 13 Block>, <Song A1 A3 by 13 Block>, <Song Akira by 13 Block>, <Song Moula by 13 Block>, <Song Balayer by 13 Block>, <Song Wario by 13 Block>, <Song Brabus en esprit by 13 Block>, <Song Zidane by 13 Block>, <Song Releve by 13 Block>, <Song Diplomatico by 13 Block>, <Song Vers l'Enfer by 13 Block>, <Song La ramasse by 13 Block>, <Song Ralis Rapta by 13 Block>, <Song Bombarder by 13 Block>, <Song Illégalement by 13 Block>, <Song R.S.A. by 13 Block>, <Song S.W.P.V by 13 Block>, <Song Triple S by 13 Block>, <Song LKTEB by 13 Block>, <Song Pente noire by 13 Block>, <Song Mains sales by 13 Block (Ft. Ninho)>, <Song Frank Lucas Tony by 13 Block>, <Song Riina Toto by 13 Block (Ft. Maes)>, <Song Freestyle COUVRE FEU sur OKLM Radio 06/06/18 by 13 Block>, <Song Vrai Négro by 13 Block>};{'intestino', 'palpage', 'Aminata', 'grillz', 'seum', 'gueudro', 'beujes', 'khaliss', 'Kangoo', 'konet', 'Djalil', 'hebs', 'Tachini', 'Wahri', 'plavonne', 'téco', 'Yessay', 'shnecks', 'hnouchs', 'Vktech', 'crew', 'samari', 'jnouns', 'Djandjou', 'Desté', 'Stoniar', 'Taffarel', 'téma', 'Kolo', 'Nedved', 'Lastos', 'beleck', 'Tmax', 'teshi', 'ucci', 'olaskurt', 'Mwen', 'Audemars', 'kushie', 'kheys', 'coucoune', 'youvs', 'cliquos', 'twerker', 'kho', 'Douk', 'Kipsta', 'Detess', 'Guess', 'ilicite', 'Ocho', 'barode', 'walou', 'kichtas', 'Kito', 'Tapini', 'shlass', 'dinero', 'Griezmann', 'flouz', 'ffes', 'Fetty', 'showcase', 'kush', 'zemel', 'sixtuple', 'spliff', 'Billie', 'broliqué', 'fucking', 'Leboncoin', 'Fèteront', 'skurt', 'Twerk', 'yinki', 'bénéf', 'celo', 'Stallone', 'paki', 'Dessté', 'sère', 'Íngrid', 'broliqués', 'Dsquared', 'réput', 'barodais', 'ppe', 'chwin', 'Yahwé', 'Spoti', 'stonard', 'tignés', 'Agüero', 'Rebook', 'Blow', 'Baumettes', 'shtars', 'Mh', 'veuch', 'Draxou', 'toutouni', 'soldiers', 'Skur', 'Facom', 'kehba', 'tainp', 'murder', 'fucked', 'Ketama', 'Kingzer', 'Rivaldo', 'sques', 'déyé', 'Lewandowski', 'spent', 'runnin', 'deter', 'khos', 'llets', 'Shabz', 'Gino', 'barrode', 'hendek', 'slogang', 'clikos', 'pacter', 'Denilson', 'Grammy', 'Totti', 'swaggé', 'mmes', 'Monopoly', 'kichta', 'Guadaloupe', 'wallaye', 'oim', 'Peace', 'rrain', 'shrab', 'swaggés', 'Sidikey', 'gova', 'divison', 'iencli', 'karna', 'Dushane', 'Zizou', 'jober', 'hemdoulilah', 'delete', 'Bloblo', 'aplis', 'eazy', 'zéyo', 'packter', 'trer', 'kav', 'niggiz', 'donnages', 'khalé', 'stickos', 'zdeb', 'Defff', 'DeTess', 'Biggie', 'rainté', 'khali', 'frelo', 'zey', 'papels', 'hasanates', 'belek', 'Vito', 'jnoun', 'govs', 'yous', 'Bolt', 'Kenobi', 'rinté', 'Olazermi', 'raincif', 'khlass', 'Shoo', 'Classic', 'fimin', 'survets', 'zanmi', 'shtar', 'Débitaire', 'Pavel', 'teau', 'ffaires', 'Alaprod', 'fler', 'brolik', 'Pek', 'quiero', 'keufs', 'clickos', 'helico', 'Peka', 'tards', 'govas', 'coming', 'Zed', 'keh', 'Dogside', 'Sidigo', 'khey', 'workout', 'pochtar', 'dèj', 'whippin', 'twerk', 'biggie', 'shta', 'Velleda', 'rodave', 'yeaw', 'Morex', 'fuckin', 'imma', 'Moschino', 'Rolex', 'yessay', 'tchuit', 'Elouan', 'Yaya', 'Casio', 'Zidane', 'Jamie', 'mif', 'binbinks', 'igos', 'Meuda', 'shla', 'révéil', 'stoss', 'moran', 'bitchs', 'sses', 'mousso', 'bokwala', 'Sevran', 'rincif', 'mbilas', 'Dashiki', 'Libé', 'pouw', 'Maes', 'showcases', 'Lipouli', 'eyo', 'crari', 'Mirallas', 'plavons', 'aloco', 'kichtings', 'Bsahtek', 'fanm', 'shoo', 'zer', 'Ruger', 'OldPee', 'reubeux', 'Riina', 'cô', 'wesh', 'schnek', 'Niggas', 'Twingo', 'multiply', 'Kush', 'Pussy', 'Beretta', 'bails', 'khalis', 'rents', 'Zineb', 'Zehma', 'Reebok', 'homeboys', 'bleh', 'cojo', 'boloss', 'Starfoullah', 'curly', 'vyce', 'nonantos', 'oinjs', 'broliks', 'ketama', 'sheitan', 'blablacar', 'mommy', 'Kobe', 'taff', 'neuchi', 'yah', 'niggas', 'Archeum', 'Diddy', 'Negredo', 'soss', 'Sidiko', 'Zecat', 'implicazione', 'destock', 'rah', 'seff', 'tieks', 'Crapso', 'Binks', 'Belek', 'Stavo', 'heps', 'TomTom', 'starfoullah', 'yeuz', 'ienclis', 'Dark', 'homeback', 'crabouillage', 'fuck', 'blem', 'perquis', 'Messi', 'Péka', 'Hernales', 'attack', 'Mbappé', 'ratata', 'wah', 'geush', 'Jamel', 'métau', 'Hamdoulilah', 'pochtard', 'lagen', 'brolic', 'timal', 'zipette', 'mûle', 'bédo', 'Oldpee', 'chée', 'Sosa', 'illeu', 'cellophané', 'Raptors', 'tèj', 'wow', 'Debo', 'Wario', 'pessa', 'Deusté', 'shakalaka', 'dizz', 'molotovs', 'Ferragamo', 'Sectra', 'Abdoul', 'Nonantos', 'Giuly', 'HotDeff', 'Sergio', 'seufs', 'binks', 'Benji', 'ffe', 'esqui', 'heja', 'peuf', 'comprende', 'tchitchi', 'qlawis', 'Ronaldinho', 'Yinki', 'Blakos', 'aç', 'hundred', 'KingZe', 'Bulletproof', 'fréro', 'meuj', 'Grominet', 'bacqueux', 'Railfé', 'viano', 'Diakité', 'Heps', 'llards', 'Lycamobile', 'twingo', 'biffs', 'Aujourd', 'Falcao', 'Hamdoulah', 'bilaye', 'évé', 'Xsara', 'babyboy', 'raaah', 'Blah', 'Brrra', 'Olaskurt', 'Xavi', 'Barack', 'Panameran', 'Zeufi', 'Fuck', 'guedro', 'suck', 'turnin', 'Niké', 'Vador', 'traî', 'hamdoulillah', 'sdéf', 'kryé', 'pénave', 'Beaudottes', 'rappelleent', 'cohiba', 'Lebarra', 'drah', 'pochtars', 'chro', 'automatico', 'gov', 'Linda', 'vwé', 'Évry', 'yessaï', 'dickies', 'tarpet', 'dél', 'thirteen', 'Beleck', 'zep', 'foumouk', 'Zefor', 'shnek', 'Capuché', 'skur', 'blazé', 'hamdoulilah', 'ients', 'Twix', 'Skrrt', 'khalass', 'released', 'trouvew', 'Stogo', 'Trumpy', 'Lasko', 'keuf', 'garo', 'Turismo', 'need', 'skrrt', 'Yeuz', 'féille', 'Usain', 'Stonia', 'Kinders', 'chicher', 'Rooney', 'nigga', 'Hazel', 'Deussté', 'dodanes', 'blah', 'capuché', 'askip', 'vinn', 'belleck', 'selem', 'Jabar', 'extinct', 'Versace', 'Khalo', 'amné', 'jdid', 'ller', 'aujourd', 'houba', 'nabimi', 'mwen', 'wahri'};[];2018-02-11 22:49:49.285714;13Block
